confidence,context_source,doi_url,existing_abstract,existing_key_metrics_output,existing_particle_size_range,matched_item_id,matched_item_key,pdf,proposed_abstract,proposed_key_metrics_output,proposed_particle_size_range,proposed_pdf_available_zotero,proposed_reviewed,response_json,row,short_citation,source_url,status,url_cache,url_context_source
,,https://www.mdpi.com/2673-8929/5/1/45,,,,,,,,,,,,,104,"Šteković et al., 2026",https://www.mdpi.com/2673-8929/5/1/45,no_zotero_match,,url_scrape_failed: HTTP Error 403: Forbidden
,,https://doi.org/10.1016/j.polymertesting.2025.108824,,,,58068,7AFSC9T3,,,,,,,,106,Sinkha Ray et al. 2025,https://doi.org/10.1016/j.polymertesting.2025.108824,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
,,https://doi.org/10.1016/j.toxlet.2024.07.176,,,,52323,22DT35FU,,,,,,,,115,"Foss Hansen et al., 2024",https://doi.org/10.1016/j.toxlet.2024.07.176,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
high,zotero_abstractNote,https://doi.org/10.1016/j.envint.2020.106274,,,Comparative analysis,4080,TGZ5BJFE,C:\Users\Scott.Coffin\Zotero\storage\JG6LUY7R\Ragusa et al_2021_Plasticenta.pdf,"Microplastics are particles smaller than five millimeters deriving from the degradation of plastic objects present in the environment. Microplastics can move from the environment to living organisms, including mammals. In this study, six human placentas, collected from consenting women with physiological pregnancies, were analyzed by Raman Microspectroscopy to evaluate the presence of microplastics. In total, 12 microplastic fragments (ranging from 5 to 10 μm in size), with spheric or irregular shape were found in 4 placentas (5 in the fetal side, 4 in the maternal side and 3 in the chorioamniotic membranes); all microplastics particles were characterized in terms of morphology and chemical composition. All of them were pigmented; three were identified as stained polypropylene a thermoplastic polymer, while for the other nine it was possible to identify only the pigments, which were all used for man-made coatings, paints, adhesives, plasters, finger paints, polymers and cosmetics and personal care products.","Particle morphology (spheric or irregular shape), chemical composition (polymer type: polypropylene identified; pigment composition), particle count, distribution across placental compartments (fetal side, maternal side, chorioamniotic membranes)",5–10 μm,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_123_TGZ5BJFE.json,123,"Ragusa et al., 2021",https://doi.org/10.1016/j.envint.2020.106274,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1093/toxsci/kfl165,,,,255,YRDRW6VL,,"The rapid growth in the use of in vitro methods for nanoparticle toxicity assessment has proceeded with limited consideration of the unique kinetics of these materials in solution. Particles in general and nanoparticles specifically, diffuse, settle, and agglomerate in cell culture media as a function of systemic and particle properties: media density and viscosity and particle size, shape, charge and density, for example. Cellular dose then is also a function of these factors as they determine the rate of transport of nanoparticles to cells in culture. Here we develop and apply the principles of dosimetry in vitro and outline an approach for simulation of nanoparticle particokinetics in cell culture systems. We illustrate that where equal mass concentrations (μg/ml) imply equal doses for dissimilar materials, the corresponding particle number or surface area concentration doses differ by orders of magnitude. More importantly, when rates of diffusional and gravitational particle delivery are accounted for, trends and magnitude of the cellular dose as a function of particle size and density differ significantly from those implied by “concentration” doses. For example, 15-nm silver nanoparticles appear ∼4000 times more potent than micron-sized cadmium oxide particles on a cm2/ml media basis, but are only ∼50 times more potent when differences in delivery to adherent cells are considered. We conclude that simple surrogates of dose can cause significant misinterpretation of response and uptake data for nanoparticles in vitro. Incorporating particokinetics and principles of dosimetry would significantly improve the basis for nanoparticle toxicity assessment, increasing the predictive power and scalability of such assays.","particle number concentration, surface area concentration, cellular dose, diffusional and gravitational particle delivery rates, particle potency",15 nm to micron-sized,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_134_YRDRW6VL.json,134,"Teeguarden et al., 2007",https://doi.org/10.1093/toxsci/kfl165,llm_ok,,
medium,url_landing_page,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R2055,,,,,,,"Commission Regulation (EU) 2023/2055 amends Annex XVII to REACH to restrict the placing on the market of synthetic polymer microparticles. The regulation establishes restrictions on intentionally added microplastics in products, with specific size thresholds and exemptions for certain applications. The regulation applies to synthetic polymer particles and sets out compliance requirements for manufacturers and importers.",Restriction on intentionally added synthetic polymer microparticles; regulatory compliance metrics; particle size classification; polymer type identification,0.1 μm to 5 mm,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_139_url.json,139,EU REACH 2023/2055,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R2055,llm_ok,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\url_context\https_eur_lex_europa_eu_legal_content_EN_TXT_PDF_uri_CELEX_32023R2055.txt,url_cache
,url_landing_page,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401441,,,,,,,,,,,,,140,"European Commission, 2024",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401441,"llm_failed: Claude did not return valid JSON: ```json
{
  ""particle_size_range"": ""1-5000 μm"",
  ""key_metrics_output"": ""particle count, particle size distribution, polymer type identification, mass concentration"",
  ""abstract"": ""Commission Delegated Decision (EU) 2024/1441 establishes the methodology for measuring microplastics in water intended for human consumption. The decision provides standardized procedures for sampling, sample preparation, and analysis of microplastic particles in drinking water supplies across EU member states."",
  ""confidence"": ""medium"",
  ""evidence"": {
    ""particle_size_range"": [
      ""Document title references 'microplastics in water' but specific size ranges not clearly extracted from available PDF context""
    ],
    ""key_metrics_output"": [
      ""methodology to measure microplastics"" suggests quantitative measurement outputs including particle characterization""
    ],
    ""abstract"": [
      ""Commission Delegated Decision (EU) 2024/1441 of 11 March 2024"",
      ""methodology to measure microplastics ",C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\url_context\https_eur_lex_europa_eu_legal_content_EN_TXT_PDF_uri_OJ_L_202401441.txt,url_cache
low,zotero_abstractNote,https://doi.org/10.1016/j.marpolbul.2018.11.022,,,,7081,5BV48C5V,C:\Users\Scott.Coffin\Zotero\storage\N8PFC6SL\Frias_Nash_2019_Microplastics.pdf,"Polymer science is one of the most revolutionary research areas of the last century, instigated by the discovery of Bakelite, the first synthetic plastic. Plastic, once a revolutionary material, has gradually become a global environmental threat with ubiquitous distribution.",,,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_143_5BV48C5V.json,143,"Frias & Nash, 2019",https://doi.org/10.1016/j.marpolbul.2018.11.022,llm_ok,,
,,https://doi.org/10.1016/j.marpolbul.2024.116907,,,,58073,8V2PXL5B,,,,,,,,144,"Ho et al., 2024",https://doi.org/10.1016/j.marpolbul.2024.116907,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
high,zotero_abstractNote,https://doi.org/10.1021/es2031505,,,,7673,RDHWBEY2,C:\Users\Scott.Coffin\Zotero\storage\HQ8827DV\Hidalgo-Ruz et al_2012_Microplastics in the Marine Environment.pdf,"This review of 68 studies compares the methodologies used for the identification and quantification of microplastics from the marine environment. Three main sampling strategies were identified: selective, volume-reduced, and bulk sampling. Most sediment samples came from sandy beaches at the high tide line, and most seawater samples were taken at the sea surface using neuston nets. Four steps were distinguished during sample processing: density separation, filtration, sieving, and visual sorting of microplastics. Visual sorting was one of the most commonly used methods for the identification of microplastics (using type, shape, degradation stage, and color as criteria). Chemical and physical characteristics (e.g., specific density) were also used. The most reliable method to identify the chemical composition of microplastics is by infrared spectroscopy. Most studies reported that plastic fragments were polyethylene and polypropylene polymers. Units commonly used for abundance estimates are “items per m2” for sediment and sea surface studies and “items per m3” for water column studies. Mesh size of sieves and filters used during sampling or sample processing influence abundance estimates. Most studies reported two main size ranges of microplastics: (i) 500 μm−5 mm, which are retained by a 500 μm sieve/net, and (ii) 1−500 μm, or fractions thereof that are retained on filters. We recommend that future programs of monitoring continue to distinguish these size fractions, but we suggest standardized sampling procedures which allow the spatiotemporal comparison of microplastic abundance across marine environments.","abundance (items per m² for sediment/sea surface; items per m³ for water column); polymer type; particle shape, degradation stage, color; chemical composition via infrared spectroscopy; specific density",1–5 mm (two main fractions: 500 μm–5 mm and 1–500 μm),Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_153_RDHWBEY2.json,153,"Hidalgo-Ruz et al., 2012",https://doi.org/10.1021/es2031505,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.3390/su12219074,,,,58075,3IRUWNMB,C:\Users\Scott.Coffin\Zotero\storage\YWIRI8VB\Thomas et al. - 2020 - Sample Preparation Techniques for the Analysis of Microplastics in Soil—A Review.pdf,"Although most plastic pollution originates on land, current research largely remains focused on aquatic ecosystems. Studies pioneering terrestrial microplastic research have adapted analytical methods from aquatic research without acknowledging the complex nature of soil. Meanwhile, novel methods have been developed and further refined. However, methodical inconsistencies still challenge a comprehensive understanding of microplastic occurrence and fate in and on soil. This review aims to disentangle the variety of state-of-the-art sample preparation techniques for heterogeneous solid matrices to identify and discuss best-practice methods for soil-focused microplastic analyses. We show that soil sampling, homogenization, and aggregate dispersion are often neglected or incompletely documented. Microplastic preconcentration is typically performed by separating inorganic soil constituents with high-density salt solutions. Not yet standardized but currently most used separation setups involve overflowing beakers to retrieve supernatant plastics, although closed-design separation funnels probably reduce the risk of contamination. Fenton reagent may be particularly useful to digest soil organic matter if suspected to interfere with subsequent microplastic quantification. A promising new approach is extraction of target polymers with organic solvents. However, insufficiently characterized soils still impede an informed decision on optimal sample preparation. Further research and method development thus requires thorough validation and quality control with well-characterized matrices to enable robust routine analyses for terrestrial microplastics.","microplastic identification and quantification; polymer type; sample preparation efficiency (separation, preconcentration, digestion)",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_159_3IRUWNMB.json,159,"Thomas et al., 2020",https://doi.org/10.3390/su12219074,llm_ok,,
,,https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,,,,,,,,,,,,,8,ISO 16094-3 (DIS),https://www.iso.org/obp/ui/en/#iso:std:iso:16094:-2:ed-1:v1:en,no_zotero_match,,url_no_context
high,zotero_abstractNote,https://doi.org/10.1186/s43591-025-00145-6,,,,238,Q7LKCP66,C:\Users\Scott.Coffin\Zotero\storage\Y8YZKC68\Hampton et al. - 2025 - The Toxicity of Microplastics Explorer (ToMEx) 2.0.pdf,"In 2021 the Toxicity of Microplastics Explorer (ToMEx, https://microplastics.sccwrp.org) was released as an open source, open access database and web application for microplastics toxicity. Since then, it has been utilized by the microplastic research community for the exploration, visualization, and analysis of toxicity data for both hazard characterization and risk assessment. The peer-reviewed literature has continued to grow exponentially, making ToMEx out-of-date. To ensure the continued utility of ToMEx, an international crowd-sourcing approach was utilized to update ToMEx by extracting data from additional studies published since the original release. Through this process, both the aquatic and human health ToMEx databases roughly doubled in size, and modest increases in data diversity (e.g., number of species represented, types of test particles) were observed in the aquatic organisms database. However, most trends (e.g., greater toxicities observed with smaller particle sizes, lack of dose–response data etc.) observed in the first iteration of ToMEx remained constant. A previously developed framework for deriving ecological health-based microplastic thresholds using species sensitivity distributions was reapplied to determine how thresholds and their associated uncertainty intervals would change following the database update. Twelve new studies passed minimum screening criteria and were deemed fit for the purpose of threshold derivation. The addition of new data allowed for the separation of freshwater and marine compartments which had previously been combined due to a lack of applicable toxicity data for freshwater species. When molecular and cellular level endpoints were included, freshwater thresholds were comparable or increased from values calculated using previous data (-5 to 2.5-fold change) whereas marine thresholds dramatically decreased (-5000 to -29-fold change). However, when endpoints were restricted to organism and above, marine and freshwater thresholds were comparable to those calculated previously (-20 to 14-fold change). Confidence intervals for both marine and freshwater thresholds remained wide. The doubling of the database increases the value of ToMEx for researchers, particularly those focused on characterizing hazards associated with microplastics. Its utility remains limited for environmental managers as 89% of studies in ToMEx 2.0 failed to meet minimum screening criteria for threshold derivation, highlighting the need to generate fit-for-purpose toxicity data for threshold development. However, ToMEx continues to be a useful research tool, and future iterations could become even more powerful through novel artificial intelligence applications to streamline data curation and even predict toxicological outcomes.","toxicity data, hazard characterization, risk assessment, ecological health-based thresholds, species sensitivity distributions, dose-response data, organism-level and molecular/cellular endpoints",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_47_Q7LKCP66.json,47,"Thornton Hampton et al., 2025",https://doi.org/10.1186/s43591-025-00145-6,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1520/D8332-20,,,,58046,R8TYA6TL,,"Significance and Use

5.1 When significant quantities of inorganic or organic material are present in water samples (high suspended solids), microplastic particles/fibers can be masked and the ability to conduct reliable identification and quantification analyses of the plastic particles/fibers can be impeded.

5.2 In order to quantify the occurrence of microplastic particles/fibers in wastewater influent (high suspended solids), the sampling procedure must be able to reliably collect samples at a constant flow over the desired 24-hour interval to reflect changes in diurnal flow. For wastewater influent the capture flow rate should be no less than 1 GPM over the 24-hour interval (approximately 1440 gal or 5450 L total) to minimize the problem with heterogeneity of the suspended solids and to reduce the standard error (the larger the sample size, the smaller the standard error).

5.3 In order to quantify the occurrence of microplastic particles/fibers in all other water samples with a lower content of inorganic or organic material present addressed by this practice (low to medium suspended solids), a minimum volume of 1500 L (approximately 400 gal) should be filtered through the appropriate filters or sieves to minimize potential issues with heterogeneity of suspended solids and to reduce the standard error (the larger the sample size, the smaller the standard error).

5.4 Microplastic particles/fibers retained on the sieves are suitable for characterization in terms of size, shape, quantity, and composition (polymer type), dependent upon the chosen analytical method.

Scope

1.1 This practice provides for the collection of water samples with high, medium, or low suspended solids to determine the presence, count, polymer type, and physical characteristics of microplastic particles and fibers. This collection practice has been validated for the collection of samples from drinking water, surface waters, wastewater influent and effluent (secondary and tertiary), and marine waters. This practice is not limited to these particular water matrices; however, the applicability of this practice to other aqueous matrices must be demonstrated.

1.2 Water samples are passed through filters or sieves of adequate mesh size to enable capture of the smallest desired particle size. For waters with high or medium suspended solids content, a series of sieves with increasingly smaller mesh size should be used to prevent clogging and allow for the collection of desired particle size fractions.

1.3 Subsequent sample preparation followed by analysis utilizing either Pyrolysis gas chromatography/mass spectrometry (Py-GC/MS), IR spectroscopy, or Raman spectroscopy may be used to identify the quantity (mass or number count) and composition (polymer type) of microplastic particles/fibers. The spectroscopic methods can provide a count of the number of particles and fibers present in a sample, and Py-GC/MS can provide the mass present in a sample. When desired, microplastic particle/fiber size, shape and surface characteristics can be ascertained with appropriate instruments such as a scanning electron microscope (SEM).

1.4 Units—The values stated in SI units are to be regarded as the standard except where standard U.S. equipment is specified in imperial units, for example, inches and gallons. No other units of measurement are included in this standard.

1.5 Standard Practice—This practice offers a set of instructions for performing one or more specific operations. This practice cannot replace education or experience and should be used in conjunction with professional judgment. Not all aspects of this practice may be applicable in all circumstances. This practice is not intended to represent or replace the standard of care by which the adequacy of a given professional service must be judged, nor should this practice be applied without consideration of a project’s many unique aspects.

1.6 This standard does not purport to address all of the safety concerns, if any, associated with its use. It is the responsibility of the user of this standard to establish appropriate safety, health, and environmental practices and determine the applicability of regulatory limitations prior to use.

1.7 This international standard was developed in accordance with internationally recognized principles on standardization established in the Decision on Principles for the Development of International Standards, Guides and Recommendations issued by the World Trade Organization Technical Barriers to Trade (TBT) Committee.","particle count, mass, polymer type, size, shape, surface characteristics",,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_65_R8TYA6TL.json,65,ASTM D8333-20,https://doi.org/10.1520/d8332-20,llm_ok,,
,,https://doi.org/10.1520/D8489-23,,,,,,,,,,,,,67,ASTM D8489-23,https://doi.org/10.1520/d8489-23,no_zotero_match,,url_scrape_failed: <urlopen error [WinError 10054] An existing connection was forcibly closed by the remote host>
,,https://doi.org/10.1016/j.chemosphere.2017.02.010,,,,58080,RDA45EMW,,,,,,,,82,"Dümichen et al., 2017",https://doi.org/10.1016/j.chemosphere.2017.02.010,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
high,zotero_abstractNote,https://doi.org/10.1002/etc.5024,,,,2140,NIY874Z2,C:\Users\Scott.Coffin\Zotero\storage\8DH4P5II\Möller et al. - 2022 - Tackling the Challenge of Extracting Microplastics.pdf,"Microplastic pollution in soils is an emerging topic in the scientiﬁc community, with researchers striving to determine the occurrence and the impact of microplastics on soil health, ecology, and functionality. However, information on the microplastic contamination of soils is limited because of a lack of suitable analytical methods. Because micro‐Fouriertransform infrared spectroscopy (µ‐FTIR), next to Raman spectroscopy, is one of the few methods that allows the determination of the number, polymer type, shape, and size of microplastic particles, the present study addresses the challenge of purifying soil samples sufﬁciently to allow a subsequent µ‐FTIR analysis. A combination of freeze‐drying, sieving, density separation, and a sequential enzymatic‐oxidative digestion protocol enables removal of the mineral mass (>99.9% dry wt) and an average reduction of 77% dry weight of the remaining organic fraction. In addition to visual integrity, attenuated total reﬂectance FTIR, gel permeation chromatography, and differential scanning calorimetry showed that polyamide, polyethylene, polyethylene terephthalate, and polyvinyl chloride in the size range of 100 to 400 µm were not affected by the approach. However, biodegradable polylactic acid showed visible signs of degradation and reduced molecular weight distribution after protease treatment. Nevertheless, the presented puriﬁcation protocol is a reliable and robust method to purify relatively large soil samples of approximately 250 g dry weight for spectroscopic analysis in microplastic research and has been shown to recover various microplastic ﬁbers and fragments down to a size of 10 µm from natural soil samples. Environ Toxicol Chem 2022;41:844–857. © 2021 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.","polymer type, particle number, shape, size; mineral mass removal (>99.9%), organic fraction reduction (77%); recovery of fibers and fragments",10–400 μm,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_93_NIY874Z2.json,93,"Möller et al., 2022",https://doi.org/10.1002/etc.5024,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.3791/67064,,,,58067,MMSMCTFV,,"Microplastics (MPs) pollution in the terrestrial environment has received increasing attention over the last decade, with increasing studies describing the numbers and types of MPs in different soil systems and their impacts on soil and crop health. However, different MPs extraction and analytical methods are used, limiting opportunities to compare results and generate reliable evidence for industry advice and policymakers. Here, we present a protocol that describes the methodology for sampling, separation, and chemical identification of conventional MPs from soil. The method is low-cost, and the materials are readily available. This enhances operational ease and may help with widespread adoption. The protocol provides detailed information on sample collection from the top 0-30 cm of soil using plastic-free utensils; simulation of different soil types through the use of various solid media (such as bentonite clay, silicon dioxide, and non-contaminated soil), with the addition of the same mass of polyethylene(PE)-MPs for subsequent quantification; density separation of plastic particles utilizing saturated sodium chloride (NaCl) solution and digestion of organic impurities in the supernatant using 4 M sodium hydroxide (NaOH) solution; quantification of particles using fluorescent microscopy after Nile Red staining; and polymer identification using micro Fourier-Transform Infrared Spectroscopy (μ-FTIR) or Laser-Direct Infrared (LDIR) spectroscopy. The MPs recovery rate ranged from 83% - 90% for the abovementioned media. This protocol presents an efficient method for soil MPs analysis that is optimized for feasibility, applicability, and cost-effectiveness. Moreover, the video accompanied can guide the process of analyzing the soil MPs step-by-step virtually. This study is dedicated to standardizing the methods for soil MPs analysis, enhancing the connectivity and comparability of measurements, and establishing a foundation for more standardized and scientific research.","Particle quantification (count), polymer type identification, recovery rate (83%-90%), particle morphology",,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_103_MMSMCTFV.json,103,"Ren et al., 2025",https://doi.org/10.3791/67064,llm_ok,,
high,zotero_abstractNote,https://www.mdpi.com/2673-8929/5/1/45,,,,58086,EIUPIF7N,C:\Users\Scott.Coffin\Zotero\storage\7483FQNP\Šteković et al. - 2026 - Development of a Microwave-Assisted Digestion Procedure for Microplastics Extraction from Different.pdf,"Growing concern over the presence of microplastics in food has led to the development of numerous methods for their extraction and analysis. However, many of these methods are time-consuming and limited to specific food types. In this study, we present a novel and quick approach involving microwave-assisted acid extraction of microplastics from food, followed by Raman microscopy analysis. The method’s performance was evaluated through determination of its digestion efficiency, particle mass and number recovery, limit of detection (LOD), and the digestion protocol’s effect on polymer physicochemical characteristics. The extraction protocol achieved 99.74–100.01% digestion of four different food matrices within 2 h, with 81.4–110.7% mass and 80–108% number recoveries of added polymer particles, both being within the 80–120% range. Importantly, DSC, TGA, DLS and Raman analyses of added particle polymers showed no significant change in PE, PP and PTFE polymer structure, while some structural changes were found for PET and PMMA. This method’s good analytical performance, high throughput and suitability for quick digestion of several different food matrices make it a promising step towards reliable monitoring of microplastics in food.","digestion efficiency (99.74–100.01%), particle mass recovery (81.4–110.7%), particle number recovery (80–108%), limit of detection (LOD), polymer type identification (PE, PP, PTFE, PET, PMMA), polymer physicochemical characteristics via DSC, TGA, DLS, and Raman analysis",,Yes,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_104_EIUPIF7N.json,104,"Šteković et al., 2026",https://www.mdpi.com/2673-8929/5/1/45,llm_ok,,
high,zotero_abstractNote,https://doi.org/10.1016/j.polymertesting.2025.108824,,,,58068,7AFSC9T3,,"Understanding microplastics' (MPs) transport from soils to aquatic ecosystems is challenging due to labor-intensive detection methods, especially in large-scale plot experiments analyzing surface runoff and soil erosion. To address this, we used fluorescent MPs as tracers and developed a cost-effective protocol to detect them in dry soils and eroded sediments. We analyzed spherical polyethylene (PE: 125–150 μm; 425–500 μm) and irregular polylactic acid (PLA: 125–150 μm; 250–300 μm). Sample assays were prepared primarily based on dry and wet sieving. Subsequent darkroom photography under 365 nm illumination, and thresholding and segmentation-based image analysis were done. The developed protocol demonstrates high reliability, precision, and F-scores of 88.7 % ± 2.9 %, 85.2 % ± 3.1 %, and 86.9 % ± 2.8 %. PE exhibited slightly higher recovery rates (85 % ± 5 %) than PLA (79 % ± 8 %). Particle size influenced recovery, with larger MPs achieving significantly higher recovery. Smaller particles showed slightly lower recovery under dry soil conditions, but their recovery improved under sediment conditions facilitated by wet sieving and ultrasonication. All fluorescent MPs retained >95 % detectability after three months of storage, highlighting marker temporal stability. Compared to existing methods, this protocol eliminates complex digestion steps, reduces costs, and ensures minimal contamination, providing a robust framework for MP transport studies. It offers potential for enhancement through advanced imaging and machine learning, enabling more efficient and accessible detection in environmental research.","Recovery rates (%), reliability, precision, F-scores, detectability retention, polymer type (PE, PLA), particle shape (spherical, irregular)","125–150 μm, 250–300 μm, 425–500 μm",No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_106_7AFSC9T3.json,106,Sinkha Ray et al. 2025,https://doi.org/10.1016/j.polymertesting.2025.108824,llm_ok,,
,,https://doi.org/10.1016/j.toxlet.2024.07.176,,,,52323,22DT35FU,,,,,,,,115,"Foss Hansen et al., 2024",https://doi.org/10.1016/j.toxlet.2024.07.176,no_pdf_attachment,,url_scrape_failed: HTTP Error 403: Forbidden
,url_landing_page,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401441,,,,,,,,,,,,,140,"European Commission, 2024",https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401441,"llm_failed: Claude did not return valid JSON: ```json
{
  ""particle_size_range"": ""1-5000 μm"",
  ""key_metrics_output"": ""particle count, particle size distribution, polymer type identification, mass concentration"",
  ""abstract"": ""Commission Delegated Decision (EU) 2024/1441 establishes the methodology for measuring microplastics in water intended for human consumption. The decision provides standardized procedures for sampling, sample preparation, and analysis of microplastic particles in drinking water supplies across EU member states."",
  ""confidence"": ""medium"",
  ""evidence"": {
    ""particle_size_range"": [
      ""Document title references 'microplastics in water' but specific size ranges not clearly extracted from provided PDF context""
    ],
    ""key_metrics_output"": [
      ""methodology to measure microplastics"" suggests quantitative measurement outputs including particle characterization""
    ],
    ""abstract"": [
      ""Commission Delegated Decision (EU) 2024/1441 of 11 March 2024"",
      ""methodology to measure microplastics i",C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\url_context\https_eur_lex_europa_eu_legal_content_EN_TXT_PDF_uri_OJ_L_202401441.txt,url_cache
high,zotero_abstractNote,https://doi.org/10.1016/j.marpolbul.2024.116907,,,,58073,8V2PXL5B,,"•
the term microplastics (MP) can stir strong sentiments in some microplastic research and management circles
•
a consistent definition promotes more coherent discussion around the fate and adverse effects to human health and the environment
•
a definition should be agnostic to the analytical instrumentation, as these tools are rapidly becoming more sensitive and faster
•
lower size limits were selected, in part, to capture bioavailable particles which have greater ecological, and human health risks","Definition consistency, size range boundaries, bioavailability assessment, ecological and human health risk implications",,No,Yes,C:\Users\Scott.Coffin\Documents\Claude\Projects\Quality Manuscript\methods_navigator\metadata_cache\responses\row_144_8V2PXL5B.json,144,"Ho et al., 2024",https://doi.org/10.1016/j.marpolbul.2024.116907,llm_ok,,
